machine,debugsize,debugrva,majorimageversion,majorosversion,exportrva,exportsize,iatvra,majorlinkerversion,minorlinkerversion,numberofsections,sizeofstackreserve,dllcharacteristics,resourcesize,bitcoinaddresses,benign,debug_density,stack_reserve_per_section,log_debugsize,log_exportsize
332,84,6592,10,10,0,0,24576,14,10,5,262144,49472,2064,0,1,0.012742718427271362,52428.69514260972,4.442651256490317,0.0
34404,84,24128,10,10,0,0,20752,14,10,6,524288,49504,2064,0,1,0.0034814323592998043,87381.18769802051,4.442651256490317,0.0
332,28,4416,6,6,0,0,4096,9,0,4,262144,33088,2064,0,1,0.006340579695786731,65535.836160409606,3.367295829986474,0.0
332,28,4096,0,6,4128,52,0,14,10,2,1048576,1344,23440,0,1,0.0068359374833107,524285.3785731071,3.367295829986474,3.970291913552122
34404,84,68128,10,10,70944,296,66384,14,10,6,262144,16736,1008,0,1,0.0012329732266860949,43690.593849010256,4.442651256490317,5.6937321388027
34404,28,111440,0,5,147296,222,110592,10,0,8,1048576,320,1264,0,1,0.00025125628138448884,131071.83616020481,3.367295829986474,5.407171771460119
34404,84,92848,10,10,0,0,78568,14,10,6,524288,49504,9176,0,1,0.0009047044631112458,87381.18769802051,4.442651256490317,0.0
34404,84,107552,10,10,111968,332,86560,14,10,6,262144,16736,1344,0,1,0.000781017554226698,43690.593849010256,4.442651256490317,5.808142489980444
34404,28,4816,6,6,19872,210,4096,9,0,5,262144,320,1344,0,1,0.005813953476299931,52428.69514260972,3.367295829986474,5.351858133476067
332,56,62416,0,6,75440,169,61440,12,0,6,1048576,320,11664,0,1,0.0008972058445114704,174762.37539604102,4.04305126783455,5.135798437050262
34404,84,158144,10,10,181296,116,128272,14,10,7,262144,16736,1040,0,1,0.0005311614730542316,37449.08935844377,4.442651256490317,4.762173934797756
34404,84,51104,10,10,53712,376,49424,14,10,6,262144,16736,2064,0,1,0.0016437069502106083,43690.593849010256,4.442651256490317,5.932245187448011
332,28,4640,6,6,43504,376,4096,9,0,4,262144,320,2056,0,1,0.006034482745615339,65535.836160409606,3.367295829986474,5.932245187448011
34404,28,5184,6,6,55184,376,4096,9,0,5,262144,320,2064,0,1,0.005401234557482187,52428.69514260972,3.367295829986474,5.932245187448011
332,84,10720,10,10,75568,109,81920,14,10,6,262144,16704,1112,0,1,0.007835820888212854,43690.593849010256,4.442651256490317,4.700480365792417
34404,84,111808,10,10,115216,112,105712,14,10,7,262144,16736,1112,0,1,0.0007512879220850665,37449.08935844377,4.442651256490317,4.727387818712341
332,0,0,10,6,0,0,0,11,0,1,1048576,1344,29480,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,11,0,1,1048576,1344,29520,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,11,0,1,1048576,1344,57936,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,11,0,1,1048576,1344,48320,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,11,0,1,1048576,1344,57056,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,11,0,1,1048576,1344,57984,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,11,0,1,1048576,1344,55912,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,11,0,1,1048576,1344,37352,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,11,0,1,1048576,1344,36768,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,11,0,1,1048576,1344,54176,0,1,0.0,1048565.5143448565,0.0,0.0
34404,0,0,10,6,0,0,0,12,0,1,1048576,352,29472,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,12,0,1,1048576,1344,29472,0,1,0.0,1048565.5143448565,0.0,0.0
34404,0,0,10,6,0,0,0,12,0,1,1048576,352,29512,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,12,0,1,1048576,1344,29512,0,1,0.0,1048565.5143448565,0.0,0.0
34404,0,0,10,6,0,0,0,12,0,1,1048576,352,57928,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1216,0,1,0.0,349524.1682527725,0.0,0.0
332,28,18044,0,4,0,0,8192,11,0,3,1048576,34112,1024,0,1,0.0015517623578187973,349524.1682527725,3.367295829986474,0.0
332,28,94824,0,4,0,0,8192,11,0,3,1048576,34144,1088,0,1,0.0002952838943415924,349524.1682527725,3.367295829986474,0.0
34404,84,141104,10,10,161360,112,129920,14,10,7,262144,16736,7096,0,1,0.0005953055901607818,37449.08935844377,4.442651256490317,4.727387818712341
332,28,87872,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0003186453022215671,0.0,3.367295829986474,0.0
34404,28,79828,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.00035075412131698727,0.0,3.367295829986474,0.0
34404,28,84708,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0003305472918342367,0.0,3.367295829986474,0.0
34404,28,91428,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.00030625191404096646,0.0,3.367295829986474,0.0
34404,0,0,10,6,0,0,0,12,0,1,1048576,352,48312,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,12,0,1,1048576,1344,48312,0,1,0.0,1048565.5143448565,0.0,0.0
34404,0,0,10,6,0,0,0,12,0,1,1048576,352,57048,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,12,0,1,1048576,1344,57048,0,1,0.0,1048565.5143448565,0.0,0.0
34404,0,0,10,6,0,0,0,12,0,1,1048576,352,57976,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,12,0,1,1048576,1344,57976,0,1,0.0,1048565.5143448565,0.0,0.0
34404,0,0,10,6,0,0,0,12,0,1,1048576,352,55904,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,12,0,1,1048576,1344,55904,0,1,0.0,1048565.5143448565,0.0,0.0
34404,0,0,10,6,0,0,0,12,0,1,1048576,352,37344,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,12,0,1,1048576,1344,37344,0,1,0.0,1048565.5143448565,0.0,0.0
34404,0,0,10,6,0,0,0,12,0,1,1048576,352,36760,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,12,0,1,1048576,1344,36760,0,1,0.0,1048565.5143448565,0.0,0.0
34404,0,0,10,6,0,0,0,12,0,1,1048576,352,54168,0,1,0.0,1048565.5143448565,0.0,0.0
332,0,0,10,6,0,0,0,12,0,1,1048576,1344,54168,0,1,0.0,1048565.5143448565,0.0,0.0
332,56,4096,10,6,0,0,0,14,10,2,1048576,1344,29520,0,1,0.0136718749666214,524285.3785731071,4.04305126783455,0.0
332,56,4096,10,6,0,0,0,14,12,2,1048576,1344,29512,0,1,0.0136718749666214,524285.3785731071,4.04305126783455,0.0
34404,56,4096,10,6,0,0,0,14,12,2,1048576,352,29512,0,1,0.0136718749666214,524285.3785731071,4.04305126783455,0.0
34404,56,4096,10,6,0,0,0,14,10,2,1048576,352,29520,0,1,0.0136718749666214,524285.3785731071,4.04305126783455,0.0
332,56,4096,10,6,0,0,0,14,10,2,1048576,1344,29560,0,1,0.0136718749666214,524285.3785731071,4.04305126783455,0.0
332,56,4096,10,6,0,0,0,14,12,2,1048576,1344,29552,0,1,0.0136718749666214,524285.3785731071,4.04305126783455,0.0
34404,56,4096,10,6,0,0,0,14,12,2,1048576,352,29552,0,1,0.0136718749666214,524285.3785731071,4.04305126783455,0.0
34404,56,4096,10,6,0,0,0,14,10,2,1048576,352,29560,0,1,0.0136718749666214,524285.3785731071,4.04305126783455,0.0
332,84,5968,10,10,11120,83,16384,14,10,5,262144,16704,1024,0,1,0.014075067000544459,52428.69514260972,4.442651256490317,4.430816798843313
34404,84,14720,10,10,15744,84,12560,14,10,6,262144,16736,1024,0,1,0.005706521735253722,43690.593849010256,4.442651256490317,4.442651256490317
332,28,4304,6,6,11328,83,4096,9,0,4,262144,320,1024,0,1,0.006505576193063253,65535.836160409606,3.367295829986474,4.430816798843313
34404,28,4496,6,6,14032,83,4096,9,0,5,262144,320,1024,0,1,0.006227757993265663,52428.69514260972,3.367295829986474,4.430816798843313
332,56,4096,10,10,0,0,0,14,10,2,262144,1344,7064,0,1,0.0136718749666214,131071.34464327678,4.04305126783455,0.0
34404,56,4096,10,10,0,0,0,14,10,2,262144,352,7064,0,1,0.0136718749666214,131071.34464327678,4.04305126783455,0.0
34404,28,19820,0,5,0,0,0,11,0,3,0,33088,1224,0,1,0.0014127144291560473,0.0,3.367295829986474,0.0
34404,84,49568,0,6,59568,136,45056,14,10,6,1048576,16736,1128,0,1,0.001694641703983489,174762.37539604102,4.442651256490317,4.919980925828125
34404,28,33924,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0008253743659870962,0.0,3.367295829986474,0.0
34404,28,31724,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.000882612532819754,0.0,3.367295829986474,0.0
34404,28,31820,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0008799497168824797,0.0,3.367295829986474,0.0
34404,28,31564,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.000887086554021326,0.0,3.367295829986474,0.0
34404,28,29972,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0009342052579293323,0.0,3.367295829986474,0.0
34404,28,31708,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0008830579030897383,0.0,3.367295829986474,0.0
34404,28,31140,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0008991650607260228,0.0,3.367295829986474,0.0
332,28,31936,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.0008767535067394935,0.0,3.367295829986474,0.0
332,28,31956,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.0008762047813004742,0.0,3.367295829986474,0.0
332,28,33788,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.0008286965784217187,0.0,3.367295829986474,0.0
332,28,20672,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0013544891634314584,0.0,3.367295829986474,0.0
332,84,28752,10,10,215968,165,221184,14,10,5,262144,16704,8648,0,1,0.0029215358921391432,52428.69514260972,4.442651256490317,5.111987788356544
332,28,5072,6,6,275824,165,4096,9,0,4,262144,320,8648,0,1,0.005520504720976923,65535.836160409606,3.367295829986474,5.111987788356544
332,28,48944,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0005720823797458151,0.0,3.367295829986474,0.0
332,28,48860,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0005730659024615092,0.0,3.367295829986474,0.0
332,28,53488,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0005234819023849308,0.0,3.367295829986474,0.0
332,28,66900,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0004185351269927451,0.0,3.367295829986474,0.0
332,28,53380,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.000524541026503458,0.0,3.367295829986474,0.0
332,28,54768,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0005112474436694333,0.0,3.367295829986474,0.0
332,28,54860,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0005103900837567644,0.0,3.367295829986474,0.0
332,28,59132,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0004735168774143413,0.0,3.367295829986474,0.0
332,28,54816,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0005107997663983509,0.0,3.367295829986474,0.0
332,28,55052,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0005086100413230018,0.0,3.367295829986474,0.0
332,28,54560,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0005131964808443555,0.0,3.367295829986474,0.0
332,28,50660,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0005527043030886884,0.0,3.367295829986474,0.0
332,28,144672,0,5,0,0,0,11,0,3,0,34112,1228,0,1,0.0001935412519220346,0.0,3.367295829986474,0.0
332,28,132236,0,5,0,0,0,11,0,3,0,34112,1228,0,1,0.00021174264192718,0.0,3.367295829986474,0.0
332,28,149660,0,5,0,0,0,11,0,3,0,34112,1228,0,1,0.00018709073899591803,0.0,3.367295829986474,0.0
332,28,151744,0,5,0,0,0,11,0,3,0,34112,1228,0,1,0.00018452129901778513,0.0,3.367295829986474,0.0
332,28,147300,0,5,0,0,0,11,0,3,0,34112,1228,0,1,0.00019008825524846653,0.0,3.367295829986474,0.0
332,28,149196,0,5,0,0,0,11,0,3,0,34112,1228,0,1,0.00018767259174591326,0.0,3.367295829986474,0.0
332,28,145908,0,5,0,0,0,11,0,3,0,34112,1228,0,1,0.00019190174629273916,0.0,3.367295829986474,0.0
332,28,136636,0,5,0,0,0,11,0,3,0,34112,1228,0,1,0.00020492403171895227,0.0,3.367295829986474,0.0
332,28,113748,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.00024615817418801575,0.0,3.367295829986474,0.0
332,28,88596,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.00031604135623323386,0.0,3.367295829986474,0.0
332,28,81044,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0003454913379959662,0.0,3.367295829986474,0.0
332,28,93104,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0003007389585516477,0.0,3.367295829986474,0.0
332,28,92156,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.00030383263159166707,0.0,3.367295829986474,0.0
332,28,101252,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0002765377473752086,0.0,3.367295829986474,0.0
332,28,91056,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.00030750307499697953,0.0,3.367295829986474,0.0
332,28,91292,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0003067081452584336,0.0,3.367295829986474,0.0
332,28,90248,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.00031025618292812514,0.0,3.367295829986474,0.0
332,28,84572,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.00033107884402271685,0.0,3.367295829986474,0.0
332,28,92348,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.00030320093555862596,0.0,3.367295829986474,0.0
332,28,87484,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.00032005852495084144,0.0,3.367295829986474,0.0
332,28,29012,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.0009651178819229568,0.0,3.367295829986474,0.0
332,28,30736,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.0009109838622751874,0.0,3.367295829986474,0.0
332,28,37140,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.0007539041462698157,0.0,3.367295829986474,0.0
332,28,30876,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.0009068532190352205,0.0,3.367295829986474,0.0
332,28,31592,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.0008863003289167193,0.0,3.367295829986474,0.0
332,28,31684,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.0008837268018925241,0.0,3.367295829986474,0.0
332,28,22548,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0012417952806271974,0.0,3.367295829986474,0.0
332,28,23660,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0011834319521625393,0.0,3.367295829986474,0.0
332,28,22128,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.00126536514765665,0.0,3.367295829986474,0.0
332,28,22204,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.001261034047351363,0.0,3.367295829986474,0.0
332,28,22024,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0012713403553980475,0.0,3.367295829986474,0.0
332,28,21332,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0013125820357619623,0.0,3.367295829986474,0.0
332,28,22268,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0012574097353792843,0.0,3.367295829986474,0.0
332,28,21780,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0012855831031746633,0.0,3.367295829986474,0.0
34404,28,20804,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.001345895019541485,0.0,3.367295829986474,0.0
332,28,21688,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0012910365172948005,0.0,3.367295829986474,0.0
34404,28,20964,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0013356229720780275,0.0,3.367295829986474,0.0
34404,28,21820,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.001283226397212087,0.0,3.367295829986474,0.0
332,28,4096,10,6,0,0,0,14,10,2,1048576,1344,18280,0,1,0.0068359374833107,524285.3785731071,3.367295829986474,0.0
332,28,53800,0,5,0,0,0,11,0,3,0,34112,1312,0,1,0.0005204460965575378,0.0,3.367295829986474,0.0
332,28,54212,0,5,0,0,0,11,0,3,0,34112,1312,0,1,0.0005164908137466813,0.0,3.367295829986474,0.0
332,28,55040,0,5,0,0,0,11,0,3,0,34112,1312,0,1,0.0005087209301401307,0.0,3.367295829986474,0.0
332,28,53916,0,5,0,0,0,11,0,3,0,34112,1312,0,1,0.0005193263594258983,0.0,3.367295829986474,0.0
332,28,53168,0,5,0,0,0,11,0,3,0,34112,1312,0,1,0.0005266325608398599,0.0,3.367295829986474,0.0
332,28,54308,0,5,0,0,0,11,0,3,0,34112,1068,0,1,0.0005155778153282061,0.0,3.367295829986474,0.0
34404,28,49092,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005703576956387277,0.0,3.367295829986474,0.0
34404,28,49012,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005712886638840919,0.0,3.367295829986474,0.0
34404,28,53620,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005221932113908628,0.0,3.367295829986474,0.0
34404,28,67036,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0004176860193899269,0.0,3.367295829986474,0.0
34404,28,53516,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005232080124592256,0.0,3.367295829986474,0.0
34404,28,54900,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005100182148433482,0.0,3.367295829986474,0.0
34404,28,54996,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005091279364846301,0.0,3.367295829986474,0.0
34404,28,59268,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0004724303164486012,0.0,3.367295829986474,0.0
34404,28,54948,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005095726868112446,0.0,3.367295829986474,0.0
34404,28,55188,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005073566716483009,0.0,3.367295829986474,0.0
34404,28,54692,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005119578730871136,0.0,3.367295829986474,0.0
332,84,25296,10,10,194992,117,200704,14,10,5,262144,16704,1032,0,1,0.003320683110641729,52428.69514260972,4.442651256490317,4.770684624465665
34404,28,5040,8,5,57696,91,4096,8,0,5,1048576,64,1088,0,1,0.005555555544532628,209714.7805704389,3.367295829986474,4.5217885770490405
332,84,33152,10,10,139344,292,159744,14,10,5,262144,16704,1320,0,1,0.0025337837830194908,52428.69514260972,4.442651256490317,5.680172609017068
332,56,4096,10,10,0,0,0,14,10,2,262144,1344,1384,0,1,0.0136718749666214,131071.34464327678,4.04305126783455,0.0
332,84,33536,10,10,168768,165,176128,14,10,6,262144,16704,1184,0,1,0.0025047709916195217,43690.593849010256,4.442651256490317,5.111987788356544
332,56,4096,10,10,0,0,0,14,10,2,262144,1344,21496,0,1,0.0136718749666214,131071.34464327678,4.04305126783455,0.0
332,84,4448,10,6,11280,162,20480,14,10,6,1048576,1344,976,0,1,0.018884892043873894,174762.37539604102,4.442651256490317,5.093750200806762
34404,84,13280,10,10,0,0,12560,14,10,6,524288,49504,2816,0,1,0.0063253012000562495,87381.18769802051,4.442651256490317,0.0
34404,28,28672,0,4,0,0,45816,2,25,9,2097152,32768,1256,0,1,0.000976562499659402,233016.62998152224,3.367295829986474,0.0
332,28,144368,0,5,0,0,0,11,0,3,0,34112,1228,0,1,0.00019394879750402107,0.0,3.367295829986474,0.0
34404,28,130700,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.00021423106348781706,0.0,3.367295829986474,0.0
332,28,143288,0,5,0,0,0,11,0,3,0,34112,1228,0,1,0.00019541064149158265,0.0,3.367295829986474,0.0
34404,28,132372,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.00021152509592576037,0.0,3.367295829986474,0.0
34404,28,143436,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.0001952090130653944,0.0,3.367295829986474,0.0
34404,28,144820,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.0001933434608345986,0.0,3.367295829986474,0.0
34404,28,149812,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.0001869009158020118,0.0,3.367295829986474,0.0
34404,28,151892,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.0001843415057946211,0.0,3.367295829986474,0.0
332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1024,0,1,0.0,349524.1682527725,0.0,0.0
34404,56,22124,0,5,0,0,0,11,0,4,0,33088,1232,0,1,0.0025311878491542272,0.0,4.04305126783455,0.0
332,56,21400,0,5,0,0,0,11,0,4,0,34112,1232,0,1,0.002616822428683728,0.0,4.04305126783455,0.0
34404,28,12452,0,5,0,0,0,11,0,3,0,33088,1048,0,1,0.0022486347556628376,0.0,3.367295829986474,0.0
34404,56,13412,0,5,0,0,0,11,0,3,0,33088,1168,0,1,0.004175365341354485,0.0,4.04305126783455,0.0
332,56,13264,0,5,0,0,0,11,0,3,0,34112,1168,0,1,0.004221954158457514,0.0,4.04305126783455,0.0
332,28,29836,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.0009384636007043626,0.0,3.367295829986474,0.0
332,28,31572,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.000886861775976542,0.0,3.367295829986474,0.0
332,28,31004,0,5,0,0,0,11,0,3,0,34112,1260,0,1,0.000903109275931135,0.0,3.367295829986474,0.0
34404,28,29028,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0009645859167133162,0.0,3.367295829986474,0.0
34404,28,29164,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0009600877791249184,0.0,3.367295829986474,0.0
34404,28,30868,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0009070882464341427,0.0,3.367295829986474,0.0
34404,28,37276,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0007511535570471204,0.0,3.367295829986474,0.0
34404,28,31028,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0009024107255052176,0.0,3.367295829986474,0.0
34404,28,32068,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0008731445675211599,0.0,3.367295829986474,0.0
34404,28,81196,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.00034484457358184583,0.0,3.367295829986474,0.0
34404,28,88004,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.00031816735599311764,0.0,3.367295829986474,0.0
34404,28,113884,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.00024586421268607843,0.0,3.367295829986474,0.0
34404,28,88732,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0003155569579953616,0.0,3.367295829986474,0.0
34404,28,93236,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.00030031318371655653,0.0,3.367295829986474,0.0
34404,28,92292,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.00030338490873495157,0.0,3.367295829986474,0.0
34404,28,101388,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0002761668047228304,0.0,3.367295829986474,0.0
34404,28,91188,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0003070579461873209,0.0,3.367295829986474,0.0
34404,28,90380,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.00030980305373868076,0.0,3.367295829986474,0.0
34404,28,21956,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0012752778278032075,0.0,3.367295829986474,0.0
34404,28,22420,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0012488849236178034,0.0,3.367295829986474,0.0
34404,28,22684,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0012343502022419547,0.0,3.367295829986474,0.0
34404,28,23796,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0011766683471269674,0.0,3.367295829986474,0.0
34404,28,22260,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0012578616346550487,0.0,3.367295829986474,0.0
34404,28,22340,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.001253357206242902,0.0,3.367295829986474,0.0
34404,28,22156,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.001263766022177394,0.0,3.367295829986474,0.0
332,28,24724,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.0011325028307990201,0.0,3.367295829986474,0.0
34404,28,21468,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0013042668151181914,0.0,3.367295829986474,0.0
34404,28,22404,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0012497768250090266,0.0,3.367295829986474,0.0
34404,28,21916,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0012776054018627462,0.0,3.367295829986474,0.0
34404,28,149348,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.00018748158661733124,0.0,3.367295829986474,0.0
34404,28,146060,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.00019170204024430358,0.0,3.367295829986474,0.0
34404,28,136788,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.0002046963183755376,0.0,3.367295829986474,0.0
34404,28,149324,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.00018751171946991029,0.0,3.367295829986474,0.0
34404,28,144516,0,5,0,0,0,11,0,3,0,33088,1228,0,1,0.00019375017297781907,0.0,3.367295829986474,0.0
34404,28,50796,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005512245057580864,0.0,3.367295829986474,0.0
34404,28,54444,0,5,0,0,0,11,0,3,0,33088,1068,0,1,0.0005142899124762527,0.0,3.367295829986474,0.0
34404,28,32092,0,5,0,0,0,11,0,3,0,33088,1260,0,1,0.0008724915864163993,0.0,3.367295829986474,0.0
332,28,14560,0,4,0,0,8192,11,0,3,1048576,34144,1136,0,1,0.0019230769217561286,349524.1682527725,3.367295829986474,0.0
332,28,19472,0,4,0,0,8192,11,0,3,1048576,34144,1072,0,1,0.001437962201397924,349524.1682527725,3.367295829986474,0.0
332,0,0,0,4,0,0,8192,8,0,3,1048576,1024,1100,0,1,0.0,349524.1682527725,0.0,0.0
34404,28,92484,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.00030275507111470574,0.0,3.367295829986474,0.0
34404,28,87620,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0003195617438576168,0.0,3.367295829986474,0.0
332,84,10416,10,10,225376,92,233472,14,10,5,262144,320,9536,0,1,0.008064516121289828,52428.69514260972,4.442651256490317,4.532599493153256
332,56,89916,0,5,0,0,0,11,0,4,0,34112,1208,0,1,0.0006228035054247515,0.0,4.04305126783455,0.0
332,56,109788,0,5,0,0,0,11,0,4,0,34112,1120,0,1,0.0005100739606778451,0.0,4.04305126783455,0.0
332,28,116968,0,4,0,0,8192,8,0,3,1048576,34112,1160,0,1,0.0002393817112167959,349524.1682527725,3.367295829986474,0.0
34404,28,24860,0,5,0,0,0,11,0,3,0,33088,1132,0,1,0.0011263073205445265,0.0,3.367295829986474,0.0
332,28,21804,0,5,0,0,0,11,0,3,0,34112,1132,0,1,0.001284168041972038,0.0,3.367295829986474,0.0
